Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2014-)","1","Arménie","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2014","2014","g/personne/jour","0.69","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","1","Arménie","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2015","2015","g/personne/jour","0.56","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","1","Arménie","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2016","2016","g/personne/jour","0.57","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","1","Arménie","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2017","2017","g/personne/jour","0.66","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","1","Arménie","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2018","2018","g/personne/jour","0.63","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","1","Arménie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2014","2014","g/personne/jour","0.08","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","1","Arménie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2015","2015","g/personne/jour","0.06","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","1","Arménie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2016","2016","g/personne/jour","0.06","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","1","Arménie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2017","2017","g/personne/jour","0.07","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","1","Arménie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2018","2018","g/personne/jour","0.07","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5511","Production","2520","Céréales, Autres","2014","2014","Milliers de tonnes","159","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5511","Production","2520","Céréales, Autres","2015","2015","Milliers de tonnes","178","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5511","Production","2520","Céréales, Autres","2016","2016","Milliers de tonnes","163","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5511","Production","2520","Céréales, Autres","2017","2017","Milliers de tonnes","186","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5511","Production","2520","Céréales, Autres","2018","2018","Milliers de tonnes","123","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5611","Importations - Quantité","2520","Céréales, Autres","2014","2014","Milliers de tonnes","20","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5611","Importations - Quantité","2520","Céréales, Autres","2015","2015","Milliers de tonnes","16","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5611","Importations - Quantité","2520","Céréales, Autres","2016","2016","Milliers de tonnes","18","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5611","Importations - Quantité","2520","Céréales, Autres","2017","2017","Milliers de tonnes","17","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5611","Importations - Quantité","2520","Céréales, Autres","2018","2018","Milliers de tonnes","19","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5072","Variation de stock","2520","Céréales, Autres","2014","2014","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5072","Variation de stock","2520","Céréales, Autres","2015","2015","Milliers de tonnes","9","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5072","Variation de stock","2520","Céréales, Autres","2016","2016","Milliers de tonnes","9","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5072","Variation de stock","2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5072","Variation de stock","2520","Céréales, Autres","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5911","Exportations - Quantité","2520","Céréales, Autres","2014","2014","Milliers de tonnes","39","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5911","Exportations - Quantité","2520","Céréales, Autres","2015","2015","Milliers de tonnes","22","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5911","Exportations - Quantité","2520","Céréales, Autres","2016","2016","Milliers de tonnes","29","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5911","Exportations - Quantité","2520","Céréales, Autres","2017","2017","Milliers de tonnes","24","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5911","Exportations - Quantité","2520","Céréales, Autres","2018","2018","Milliers de tonnes","24","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5301","Disponibilité intérieure","2520","Céréales, Autres","2014","2014","Milliers de tonnes","140","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5301","Disponibilité intérieure","2520","Céréales, Autres","2015","2015","Milliers de tonnes","163","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5301","Disponibilité intérieure","2520","Céréales, Autres","2016","2016","Milliers de tonnes","143","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","178","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5301","Disponibilité intérieure","2520","Céréales, Autres","2018","2018","Milliers de tonnes","118","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5521","Aliments pour animaux","2520","Céréales, Autres","2014","2014","Milliers de tonnes","120","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5521","Aliments pour animaux","2520","Céréales, Autres","2015","2015","Milliers de tonnes","136","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5521","Aliments pour animaux","2520","Céréales, Autres","2016","2016","Milliers de tonnes","121","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5521","Aliments pour animaux","2520","Céréales, Autres","2017","2017","Milliers de tonnes","141","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5521","Aliments pour animaux","2520","Céréales, Autres","2018","2018","Milliers de tonnes","84","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5527","Semences","2520","Céréales, Autres","2014","2014","Milliers de tonnes","5","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5527","Semences","2520","Céréales, Autres","2015","2015","Milliers de tonnes","6","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5527","Semences","2520","Céréales, Autres","2016","2016","Milliers de tonnes","5","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5527","Semences","2520","Céréales, Autres","2017","2017","Milliers de tonnes","6","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5527","Semences","2520","Céréales, Autres","2018","2018","Milliers de tonnes","4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5123","Pertes","2520","Céréales, Autres","2014","2014","Milliers de tonnes","6","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5123","Pertes","2520","Céréales, Autres","2015","2015","Milliers de tonnes","7","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5123","Pertes","2520","Céréales, Autres","2016","2016","Milliers de tonnes","6","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5123","Pertes","2520","Céréales, Autres","2017","2017","Milliers de tonnes","7","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5123","Pertes","2520","Céréales, Autres","2018","2018","Milliers de tonnes","4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5170","Résidus","2520","Céréales, Autres","2014","2014","Milliers de tonnes","-11","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5170","Résidus","2520","Céréales, Autres","2015","2015","Milliers de tonnes","-4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5170","Résidus","2520","Céréales, Autres","2016","2016","Milliers de tonnes","-9","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5170","Résidus","2520","Céréales, Autres","2017","2017","Milliers de tonnes","-2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5170","Résidus","2520","Céréales, Autres","2018","2018","Milliers de tonnes","-6","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5142","Nourriture","2520","Céréales, Autres","2014","2014","Milliers de tonnes","19","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5142","Nourriture","2520","Céréales, Autres","2015","2015","Milliers de tonnes","19","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5142","Nourriture","2520","Céréales, Autres","2016","2016","Milliers de tonnes","19","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5142","Nourriture","2520","Céréales, Autres","2017","2017","Milliers de tonnes","27","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5142","Nourriture","2520","Céréales, Autres","2018","2018","Milliers de tonnes","32","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2014","2014","kg","0.81","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","10","Australie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2015","2015","kg","0.78","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","10","Australie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2016","2016","kg","0.8","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","10","Australie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2017","2017","kg","1.09","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","10","Australie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2018","2018","kg","1.28","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","10","Australie","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2014","2014","Kcal/personne/jour","8","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","10","Australie","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2015","2015","Kcal/personne/jour","8","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","10","Australie","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2016","2016","Kcal/personne/jour","8","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","10","Australie","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2017","2017","Kcal/personne/jour","11","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","10","Australie","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2018","2018","Kcal/personne/jour","13","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","10","Australie","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2014","2014","g/personne/jour","0.23","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","10","Australie","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2015","2015","g/personne/jour","0.22","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","10","Australie","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2016","2016","g/personne/jour","0.22","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","10","Australie","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2017","2017","g/personne/jour","0.3","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","10","Australie","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2018","2018","g/personne/jour","0.36","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","10","Australie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2014","2014","g/personne/jour","0.04","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","10","Australie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2015","2015","g/personne/jour","0.03","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","10","Australie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2016","2016","g/personne/jour","0.03","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","10","Australie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2017","2017","g/personne/jour","0.04","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","10","Australie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2520","Céréales, Autres","2018","2018","g/personne/jour","0.05","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5511","Production","2520","Céréales, Autres","2014","2014","Milliers de tonnes","377","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5511","Production","2520","Céréales, Autres","2015","2015","Milliers de tonnes","360","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5511","Production","2520","Céréales, Autres","2016","2016","Milliers de tonnes","390","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5511","Production","2520","Céréales, Autres","2017","2017","Milliers de tonnes","352","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5511","Production","2520","Céréales, Autres","2018","2018","Milliers de tonnes","335","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5611","Importations - Quantité","2520","Céréales, Autres","2014","2014","Milliers de tonnes","38","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5611","Importations - Quantité","2520","Céréales, Autres","2015","2015","Milliers de tonnes","43","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5611","Importations - Quantité","2520","Céréales, Autres","2016","2016","Milliers de tonnes","41","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5611","Importations - Quantité","2520","Céréales, Autres","2017","2017","Milliers de tonnes","39","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5611","Importations - Quantité","2520","Céréales, Autres","2018","2018","Milliers de tonnes","33","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5072","Variation de stock","2520","Céréales, Autres","2014","2014","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5072","Variation de stock","2520","Céréales, Autres","2015","2015","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5072","Variation de stock","2520","Céréales, Autres","2016","2016","Milliers de tonnes","15","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5072","Variation de stock","2520","Céréales, Autres","2017","2017","Milliers de tonnes","19","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5072","Variation de stock","2520","Céréales, Autres","2018","2018","Milliers de tonnes","32","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5911","Exportations - Quantité","2520","Céréales, Autres","2014","2014","Milliers de tonnes","18","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5911","Exportations - Quantité","2520","Céréales, Autres","2015","2015","Milliers de tonnes","25","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5911","Exportations - Quantité","2520","Céréales, Autres","2016","2016","Milliers de tonnes","21","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5911","Exportations - Quantité","2520","Céréales, Autres","2017","2017","Milliers de tonnes","21","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5911","Exportations - Quantité","2520","Céréales, Autres","2018","2018","Milliers de tonnes","23","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5301","Disponibilité intérieure","2520","Céréales, Autres","2014","2014","Milliers de tonnes","397","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5301","Disponibilité intérieure","2520","Céréales, Autres","2015","2015","Milliers de tonnes","377","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5301","Disponibilité intérieure","2520","Céréales, Autres","2016","2016","Milliers de tonnes","396","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5301","Disponibilité intérieure","2520","Céréales, Autres","2017","2017","Milliers de tonnes","350","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5301","Disponibilité intérieure","2520","Céréales, Autres","2018","2018","Milliers de tonnes","313","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5521","Aliments pour animaux","2520","Céréales, Autres","2014","2014","Milliers de tonnes","346","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5521","Aliments pour animaux","2520","Céréales, Autres","2015","2015","Milliers de tonnes","336","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5521","Aliments pour animaux","2520","Céréales, Autres","2016","2016","Milliers de tonnes","351","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5521","Aliments pour animaux","2520","Céréales, Autres","2017","2017","Milliers de tonnes","308","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5521","Aliments pour animaux","2520","Céréales, Autres","2018","2018","Milliers de tonnes","277","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5527","Semences","2520","Céréales, Autres","2014","2014","Milliers de tonnes","10","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5527","Semences","2520","Céréales, Autres","2015","2015","Milliers de tonnes","10","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5527","Semences","2520","Céréales, Autres","2016","2016","Milliers de tonnes","10","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5527","Semences","2520","Céréales, Autres","2017","2017","Milliers de tonnes","11","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5527","Semences","2520","Céréales, Autres","2018","2018","Milliers de tonnes","11","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5123","Pertes","2520","Céréales, Autres","2014","2014","Milliers de tonnes","15","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5123","Pertes","2520","Céréales, Autres","2015","2015","Milliers de tonnes","14","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5123","Pertes","2520","Céréales, Autres","2016","2016","Milliers de tonnes","15","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5123","Pertes","2520","Céréales, Autres","2017","2017","Milliers de tonnes","13","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5123","Pertes","2520","Céréales, Autres","2018","2018","Milliers de tonnes","12","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5154","Autres utilisations (non alimentaire)","2520","Céréales, Autres","2014","2014","Milliers de tonnes","15","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5154","Autres utilisations (non alimentaire)","2520","Céréales, Autres","2015","2015","Milliers de tonnes","14","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5154","Autres utilisations (non alimentaire)","2520","Céréales, Autres","2016","2016","Milliers de tonnes","16","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5154","Autres utilisations (non alimentaire)","2520","Céréales, Autres","2017","2017","Milliers de tonnes","15","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5154","Autres utilisations (non alimentaire)","2520","Céréales, Autres","2018","2018","Milliers de tonnes","14","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5170","Résidus","2520","Céréales, Autres","2014","2014","Milliers de tonnes","-5","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5170","Résidus","2520","Céréales, Autres","2015","2015","Milliers de tonnes","-8","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5170","Résidus","2520","Céréales, Autres","2016","2016","Milliers de tonnes","-11","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5170","Résidus","2520","Céréales, Autres","2017","2017","Milliers de tonnes","-13","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5170","Résidus","2520","Céréales, Autres","2018","2018","Milliers de tonnes","-10","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5142","Nourriture","2520","Céréales, Autres","2014","2014","Milliers de tonnes","16","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5142","Nourriture","2520","Céréales, Autres","2015","2015","Milliers de tonnes","10","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5142","Nourriture","2520","Céréales, Autres","2016","2016","Milliers de tonnes","14","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5142","Nourriture","2520","Céréales, Autres","2017","2017","Milliers de tonnes","17","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5142","Nourriture","2520","Céréales, Autres","2018","2018","Milliers de tonnes","9","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2014","2014","kg","1.8","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2015","2015","kg","1.13","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2016","2016","kg","1.56","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2017","2017","kg","1.87","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","645","Disponibilité alimentaire en quantité (kg/personne/an)","2520","Céréales, Autres","2018","2018","kg","0.98","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2014","2014","Kcal/personne/jour","18","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2015","2015","Kcal/personne/jour","11","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2016","2016","Kcal/personne/jour","16","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2017","2017","Kcal/personne/jour","19","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","664","Disponibilité alimentaire (Kcal/personne/jour)","2520","Céréales, Autres","2018","2018","Kcal/personne/jour","10","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2014","2014","g/personne/jour","0.49","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","674","Disponibilité de protéines en quantité (g/personne/jour)","2520","Céréales, Autres","2015","2015","g/personne/jour","0.31","Fc","Donnée calculée"
